Lemma	Abs. freq. in annotations	Rel. Freq. in annotations	Rel. Freq. in full text	Difference	Comparison
el	728	0,07516778523489932	0,07720895859672268	0,9735629984017166	Lower
e	478	0,04935467217346412	0,02448528378865334	2,015687161295449	Higher
que	449	0,046360351058337634	0,04788036474461159	0,968253924246786	Lower
ser	325	0,03355704697986577	0,035494194746260636	0,9454235324890996	Lower
de	301	0,03107898812596799	0,03509720211810836	0,8855118428352676	Lower
por	195	0,020134228187919462	0,016078201440167104	1,2522686858257326	Higher
en	184	0,018998451213216312	0,018322736683951114	1,0368784718637067	Higher
no	152	0,015694372741352606	0,013873365459198319	1,1312592310431009	Higher
̃	122	0,012596799173980383	0,012783162626503228	0,9854211780004691	Lower
decir	119	0,012287041817243159	0,00971105044249409	1,2652639269050565	Higher
haber	115	0,011874032008260196	0,012144920632012264	0,977695315435982	Lower
este	100	0,010325245224574084	0,009668297390231539	1,067948658158395	Higher
ca	97	0,010015487867836861	0,009103346342476379	1,1001984864735306	Higher
su	96	0,00991223541559112	0,010312646963617153	0,9611727668523243	Lower
a	94	0,00970573051109964	0,017632580268855624	0,5504430073823536	Lower
hacer	93	0,009602478058853899	0,007023715728847927	1,3671507261340936	Higher
saber	79	0,008156943727413527	0,00848037329522204	0,9618613996637697	Lower
deber	73	0,007537429013939081	0,006419065418277541	1,174225299601579	Higher
del_de+del_el	66	0,006814661848218895	0,005921297738363535	1,1508730263751705	Higher
si	65	0,006711409395973154	0,00567088700368287	1,1834849454088103	Higher
así	62	0,006401652039235932	0,00780243203791585	0,8204687984627306	Lower
rey	60	0,00619514713474445	0,004296681752386537	1,4418445423153425	Higher
ni	59	0,006091894682498709	0,003762268599104629	1,6192078056172017	Higher
todo	58	0,005988642230252968	0,009118615289713005	0,6567490830552905	Lower
lo	58	0,005988642230252968	0,006669476152958206	0,8979179313200997	Lower
donde	57	0,005885389778007228	0,005392992163976278	1,0913032318719156	Higher
bien	57	0,005885389778007228	0,005206711007689442	1,1303469252116145	Higher
et	55	0,005678884873515746	1,2215157789300744e-05	464,9047496128033	Higher
más	52	0,005369127516778523	0,004705889538328112	1,140937855223445	Higher
le	51	0,0052658750645327825	0,004748642590590664	1,1089221738791215	Higher
bueno	51	0,0052658750645327825	0,003960764913180766	1,3295096224996408	Higher
delos_de+delos_el	50	0,005162622612287042	0,0026812271347515133	1,9254700750167872	Higher
poder	49	0,005059370160041301	0,006590077627327751	0,7677254269450623	Lower
uno	47	0,00485286525554982	0,005090667008691084	0,9532867200437043	Lower
muy	46	0,004749612803304078	0,005054021535323182	0,9397690077314562	Lower
dios	46	0,004749612803304078	0,0030476818684305354	1,558434576949459	Higher
con	45	0,004646360351058337	0,004669244064960209	0,9950990538118151	Lower
hombre	43	0,004439855446566856	0,006012911421783291	0,7383869701593072	Lower
mucho	43	0,004439855446566856	0,004931869957430175	0,900237736373793	Lower
cosa	42	0,004336602994321115	0,0062694297353586064	0,6917061323557628	Lower
grande	42	0,004336602994321115	0,0034263517598988585	1,2656619338024786	Higher
al_a+al_el	42	0,004336602994321115	0,003353060813163054	1,2933266755249373	Higher
malo	40	0,004130098089829634	0,0017773054583432582	2,3237975613261024	Higher
dar	38	0,0039235931853381515	0,0034049752337675823	1,1523118131454724	Higher
o	38	0,0039235931853381515	0,006046503105703868	0,6489028644733342	Lower
2	38	0,0039235931853381515	0,0042356059634400325	0,9263357401998571	Lower
dela_de+dela_el	35	0,0036138358286009293	0,0032339630247173717	1,1174635581731045	Higher
razón	33	0,0034073309241094475	0,0033225229186898022	1,025525182969419	Higher
otro	32	0,0033040784718637068	0,0058296840549437795	0,5667680170526104	Lower
príncipe	32	0,0033040784718637068	0,0012795377784292528	2,5822437817504373	Higher
poner	32	0,0033040784718637068	0,0036584397578955726	0,9031386849360877	Lower
para	32	0,0033040784718637068	0,00336832976039968	0,9809248817347535	Lower
sin	31	0,003200826019617966	0,0019666404040774195	1,6275603882548735	Higher
quel_que+quel_el	29	0,002994321115126484	0,0005344131532819075	5,6030078914374215	Higher
mas	27	0,0027878162106350027	0,003579041232265118	0,7789282184018423	Lower
libro	27	0,0027878162106350027	0,0020765768241811262	1,3425056940690578	Higher
aquel	27	0,0027878162106350027	0,0032797698664272495	0,8500036051833886	Lower
él	26	0,0026845637583892616	0,0025407528201745544	1,056601703665462	Higher
mismo	25	0,002581311306143521	0,0016368311437662997	1,5770174681574058	Higher
como	24	0,00247805885389778	0,006529001838381248	0,37954635566654576	Lower
tal	24	0,00247805885389778	0,0018383812472897618	1,3479569907227158	Higher
te	23	0,002374806401652039	0,002058254087497175	1,153796519136172	Higher
mal	23	0,002374806401652039	0,0018689191417630138	1,2706844017937582	Higher
ver	23	0,002374806401652039	0,0013345059884811061	1,7795397114365676	Higher
según	23	0,002374806401652039	0,002946906816668804	0,805864097303399	Lower
querer	23	0,002374806401652039	0,0030201977634046087	0,7863082445882508	Lower
ellos	23	0,002374806401652039	0,0018964032467889405	1,2522686858257326	Higher
tener	23	0,002374806401652039	0,0019147259834728916	1,2402852534254865	Higher
ende	22	0,0022715539494062983	0,0021804056653901825	1,0418033604768702	Higher
caballero	21	0,0021683014971605576	0,0011696013583255462	1,8538807959874424	Higher
ese	21	0,0021683014971605576	0,0013894741985329595	1,5605194392597594	Higher
¶	21	0,0021683014971605576	0,005533466478553237	0,3918522874520919	Lower
virtud	21	0,0021683014971605576	0,0017528751427646567	1,2369971164863947	Higher
alos_a+alos_el	20	0,002065049044914817	0,002501053557359327	0,8256716609839997	Lower
justicia	20	0,002065049044914817	0,0009405671497761572	2,195536007616545	Higher
tomar	20	0,002065049044914817	0,0021315450342329796	0,9688038543637476	Lower
cuándo	19	0,0019617965926690757	0,0032339630247173717	0,6066230744368281	Lower
santo	19	0,0019617965926690757	0,00213765261312763	0,9177340511837155	Lower
1	19	0,0019617965926690757	0,002394170926702946	0,8194054028426031	Lower
noble	18	0,001858544140423335	0,0007115329412267683	2,612028245971271	Higher
enla_en+enla_el	18	0,001858544140423335	0,001954425246288119	0,9509415332989158	Lower
delas_de+delas_el	18	0,001858544140423335	0,002333095137756442	0,7966002373184635	Lower
nunca	18	0,001858544140423335	0,0009405671497761572	1,9759824068548901	Higher
allí	18	0,001858544140423335	0,0014200120930062115	1,3088227555081853	Higher
tu	17	0,0017552916881775943	0,000509982837703306	3,4418642322994697	Higher
parecer	17	0,0017552916881775943	0,0009649974653547587	1,8189598949177574	Higher
hijo	17	0,0017552916881775943	0,002207889770416109	0,7950087507524363	Lower
se	17	0,0017552916881775943	0,0012856453573239033	1,3653000636437325	Higher
amar	17	0,0017552916881775943	0,0008520072558037268	2,060183967003625	Higher
sabio	16	0,0016520392359318534	0,0012245695683773996	1,3490774869743554	Higher
enlos_en+enlos_el	16	0,0016520392359318534	0,0010382884120905631	1,5911178596374018	Higher
sabiduría	16	0,0016520392359318534	0,0007481784145946705	2,208081927660068	Higher
siempre	15	0,0015487867836861124	0,001197085463351473	1,2937980044883206	Higher
venir	15	0,0015487867836861124	0,0016582076698975759	0,9340125557263752	Lower
ejemplo	15	0,0015487867836861124	0,0014169583035588862	1,0930362451711675	Higher
me	15	0,0015487867836861124	0,0012886991467712283	1,2018218430318053	Higher
ninguno	14	0,0014455343314403717	0,001991070719656021	0,7260085325799494	Lower
común	14	0,0014455343314403717	0,0007665011512786216	1,8858867061439324	Higher
obra	14	0,0014455343314403717	0,0014871954608473654	0,9719867828380432	Lower
ciudad	14	0,0014455343314403717	0,0017681440900012826	0,8175432871193903	Lower
̧	14	0,0014455343314403717	0,011802896213911843	0,12247284948049858	Lower
sen	13	0,0013422818791946308	0,0016459925121082753	0,8154848028290022	Lower
caballería	13	0,0013422818791946308	0,000427530522625526	3,1396164908916586	Higher
cuanto	13	0,0013422818791946308	0,0016307235648716492	0,8231204283236558	Lower
estar	13	0,0013422818791946308	0,0017223372482914048	0,7793374268170784	Lower
ley	12	0,00123902942694889	0,002711765029224765	0,4569088448283079	Lower
hablar	12	0,00123902942694889	0,001233730936719375	1,0042946886325186	Higher
tirano	12	0,00123902942694889	0,00039699262815227416	3,121038878519519	Higher
mostrar	12	0,00123902942694889	0,001233730936719375	1,0042946886325186	Higher
pecado	12	0,00123902942694889	0,0007603935723839712	1,629458049026255	Higher
convenir	12	0,00123902942694889	0,0027392491342506918	0,4523244751477563	Lower
y	11	0,0011357769747031492	0,0004702835748880786	2,415089608378199	Higher
reino	11	0,0011357769747031492	0,0013192370412444803	0,8609347215051912	Lower
perder	11	0,0011357769747031492	0,00042447673317820084	2,675710789138436	Higher
tanto	11	0,0011357769747031492	0,0008825451502769787	1,286933562942016	Higher
contar	11	0,0011357769747031492	0,0011818165161148469	0,9610434100523065	Lower
pueblo	11	0,0011357769747031492	0,0008855989397243039	1,2824958610008366	Higher
oficio	11	0,0011357769747031492	0,0006168654683596875	1,8412069291596171	Higher
100	10	0,0010325245224574084	0,0016154546176350233	0,6391541496653079	Lower
poderío	10	0,0010325245224574084	0,0005344131532819075	1,9320716867025594	Higher
principado	10	0,0010325245224574084	0,00024124936633868968	4,279905635100606	Higher
usar	10	0,0010325245224574084	0,0007206943095687438	1,432680276156559	Higher
tan	10	0,0010325245224574084	0,0013436673568230817	0,7684376026657906	Lower
mejor	10	0,0010325245224574084	0,0013772590407436587	0,7496952221129666	Lower
séneca	10	0,0010325245224574084	0,0003908850492576238	2,6415042591636553	Higher
traer	9	0,0009292720702116675	0,0006443495733856142	1,4421862116381663	Higher
mano	9	0,0009292720702116675	0,0004977676799140053	1,8668790837770126	Higher
filosofar	9	0,0009292720702116675	0,00034202441810042084	2,7169758094254735	Higher
alma	9	0,0009292720702116675	0,0007145867306740935	1,3004328660497995	Higher
mayor	9	0,0009292720702116675	0,00123067714727205	0,7550900512547222	Lower
enlas_en+enlas_el	9	0,0009292720702116675	0,0008764375713823284	1,0602832427026239	Higher
mi	9	0,0009292720702116675	0,0004702835748880786	1,9759824068548901	Higher
antiguo	9	0,0009292720702116675	0,00024735694523334007	3,756806057477198	Higher
corazón	9	0,0009292720702116675	9,161368341975558e-05	10,143376355188435	Higher
uso	9	0,0009292720702116675	0,00048555252212470457	1,9138445953185725	Higher
manera	9	0,0009292720702116675	0,0025529679779638555	0,36399675915747975	Lower
mujer	9	0,0009292720702116675	0,0019330487201568427	0,480728737212722	Lower
sobre	9	0,0009292720702116675	0,0012551074628506513	0,7403924346852873	Lower
responder	8	0,0008260196179659267	0,0004061539964942497	2,0337596702132203	Higher
honra	8	0,0008260196179659267	0,0008886527291716291	0,9295190245304409	Lower
so	8	0,0008260196179659267	0,00022598041910206376	3,6552707586264632	Higher
arma	8	0,0008260196179659267	0,000476391153782729	1,7339104880663991	Higher
dejar	8	0,0008260196179659267	0,0005680048372024845	1,454247506120206	Higher
pro	8	0,0008260196179659267	0,00021987284020741338	3,756806057477198	Higher
cuerpo	8	0,0008260196179659267	0,001233730936719375	0,669529792421679	Lower
oro	7	0,0007227671657201859	0,0009741588336967343	0,7419397542980047	Lower
ir	7	0,0007227671657201859	0,0011879240950094974	0,6084287445271555	Lower
3	7	0,0007227671657201859	0,0027026036608827895	0,26743365154922427	Lower
seguir	7	0,0007227671657201859	0,0006840488362008417	1,056601703665462	Higher
ya	7	0,0007227671657201859	0,0011482248321942699	0,629464844736871	Lower
suso	7	0,0007227671657201859	0,00035729336533704676	2,022895569410799	Higher
mandar	7	0,0007227671657201859	0,0007970390457518735	0,9068152552531169	Lower
menester	7	0,0007227671657201859	0,0010718800960111403	0,674298523136933	Lower
matar	7	0,0007227671657201859	0,0006382419944909639	1,1324343618232704	Higher
6	7	0,0007227671657201859	0,0003237016814164697	2,232818694538335	Higher
aún	7	0,0007227671657201859	0,0010566111487745142	0,6840427214481605	Lower
gobernar	7	0,0007227671657201859	0,0009314057814341816	0,7759960053149624	Lower
pobre	7	0,0007227671657201859	0,00035423957588972155	2,040334324319513	Higher
sacar	7	0,0007227671657201859	0,0002748410502592667	2,629764240234039	Higher
padre	7	0,0007227671657201859	0,0012551074628506513	0,5758607825330012	Lower
amor	7	0,0007227671657201859	0,0007878776774098979	0,9173596186862927	Lower
derecho	6	0,000619514713474445	0,0012367847261667002	0,5009074743302931	Lower
espada	6	0,000619514713474445	0,00014352810402428373	4,316330363909973	Higher
consejo	6	0,000619514713474445	0,0009802664125913847	0,6319860657438278	Lower
desto_de+desto_este	6	0,000619514713474445	0,0007145867306740935	0,8669552440331997	Lower
codicia	6	0,000619514713474445	0,0004886063115720297	1,2679220443985546	Higher
4	6	0,000619514713474445	0,0010871490432477662	0,5698526042240695	Lower
mundo	6	0,000619514713474445	0,0008947603080662795	0,6923806385794155	Lower
contra	6	0,000619514713474445	0,0010596649382218395	0,5846326429503421	Lower
rico	6	0,000619514713474445	0,0004916601010193549	1,2600467521973213	Higher
s	6	0,000619514713474445	1,2215157789300744e-05	50,71688177594218	Higher
súbdito	6	0,000619514713474445	0,0002656796819172912	2,3318106563651577	Higher
beber	6	0,000619514713474445	0,00022903420854938894	2,704900361383583	Higher
tiempo	6	0,000619514713474445	0,0008275769402251254	0,7485886608995156	Lower
guardar	6	0,000619514713474445	0,0016276697754243241	0,38061449738042913	Lower
nobleza	6	0,000619514713474445	0,00017101220905021042	3,6226344125672982	Higher
semejanza	6	0,000619514713474445	9,161368341975557e-06	67,62250903458958	Higher
alguno	6	0,000619514713474445	0,002412493663386897	0,25679433810603636	Lower
jurar	6	0,000619514713474445	7,634473618312965e-05	8,114701084150749	Higher
aína	6	0,000619514713474445	0,00018628115628683634	3,3256971656355527	Higher
vencer	6	0,000619514713474445	0,0006107578894650372	1,0143376355188436	Higher
entre	6	0,000619514713474445	0,001068826306563815	0,5796215060107678	Lower
costumbre	6	0,000619514713474445	0,000821469361330475	0,7541543758504413	Lower
nada	6	0,000619514713474445	0,00022598041910206376	2,7414530689698475	Higher
cumplir	6	0,000619514713474445	0,0007237480990160691	0,8559811270201212	Lower
letra	6	0,000619514713474445	0,00012215157789300743	5,071688177594218	Higher
ala_a+ala_el	6	0,000619514713474445	0,001380312830190984	0,44882196261895735	Lower
comunidad	6	0,000619514713474445	0,0006321344155963135	0,9800363628201387	Lower
orio	6	0,000619514713474445	0,0005069290482559808	1,222093536769691	Higher
miente	6	0,000619514713474445	0,00045196083820412753	1,3707265344849238	Higher
corromper	6	0,000619514713474445	0,00015574326181358447	3,9777946490935046	Higher
maguer	5	0,0005162622612287042	0,00046417599599342824	1,1122123196478548	Higher
soler	5	0,0005162622612287042	0,00014047431457695855	3,6751363605755203	Higher
tirar	5	0,0005162622612287042	0,00033897062865309563	1,5230294827610265	Higher
poco	5	0,0005162622612287042	0,0004153153648362253	1,2430608278417201	Higher
salvar	5	0,0005162622612287042	0,00023208799799671412	2,2244246392957097	Higher
ͦ	5	0,0005162622612287042	1,8322736683951114e-05	28,176045431078993	Higher
ojo	5	0,0005162622612287042	0,0003908850492576238	1,3207521295818276	Higher
estado	5	0,0005162622612287042	0,0003328630497584453	1,550974977857559	Higher
alabar	5	0,0005162622612287042	0,0004061539964942497	1,2710997938832627	Higher
quela_que+quela_el	5	0,0005162622612287042	3,053789447325186e-06	169,05627258647394	Higher
valerio	5	0,0005162622612287042	0,0003664547336790223	1,4088022715539494	Higher
tuerto	5	0,0005162622612287042	0,0004061539964942497	1,2710997938832627	Higher
ar	5	0,0005162622612287042	0,0005496821005185334	0,9392015143692998	Lower
santidad	5	0,0005162622612287042	3,053789447325186e-05	16,905627258647396	Higher
quien	5	0,0005162622612287042	0,000656564731174915	0,7863082445882509	Lower
cuidado	5	0,0005162622612287042	0,00019849631407613708	2,600865732099599	Higher
vivir	5	0,0005162622612287042	0,000870329992487678	0,5931799038121892	Lower
agustín	5	0,0005162622612287042	0,0005557896794131838	0,9288806186069997	Lower
dellas_de+dellas_el	5	0,0005162622612287042	0,0003756161020209979	1,3744412405404385	Higher
delo_de+delo_el	5	0,0005162622612287042	0,00020155010352346226	2,5614586755526356	Higher
comer	5	0,0005162622612287042	0,00035729336533704676	1,4449254067219994	Higher
don	5	0,0005162622612287042	0,00024124936633868968	2,139952817550303	Higher
propio	5	0,0005162622612287042	0,0003603471547843719	1,432680276156559	Higher
enviar	5	0,0005162622612287042	0,0002534645241279904	2,0368225612828184	Higher
destruir	5	0,0005162622612287042	0,00028705620804856747	1,7984709849624887	Higher
cada	5	0,0005162622612287042	0,0008520072558037268	0,6059364608834191	Lower
ihun	5	0,0005162622612287042	3,053789447325186e-06	169,05627258647394	Higher
hasta	5	0,0005162622612287042	0,00043669189096750156	1,1822116964089087	Higher
roma	5	0,0005162622612287042	0,0002595721030226408	1,9888973245467523	Higher
templo	5	0,0005162622612287042	0,00010077505176173113	5,122917351105271	Higher
batalla	5	0,0005162622612287042	0,0005832737844391105	0,8851113747982929	Lower
persona	5	0,0005162622612287042	0,0005496821005185334	0,9392015143692998	Lower
sutil	5	0,0005162622612287042	6,412957839382891e-05	8,050298694593996	Higher
preciar	5	0,0005162622612287042	3,359168392057704e-05	15,368752053315813	Higher
amigo	5	0,0005162622612287042	0,0005496821005185334	0,9392015143692998	Lower
suyo	5	0,0005162622612287042	0,0005466283110712082	0,9444484502037651	Lower
vez	5	0,0005162622612287042	0,0006321344155963135	0,8166969690167823	Lower
destos_de+destos_este	5	0,0005162622612287042	0,00018017357739218595	2,865360552313118	Higher
polícrato	5	0,0005162622612287042	0,00018017357739218595	2,865360552313118	Higher
seso	4	0,00041300980898296334	0,0002168190507600882	1,9048594094250582	Higher
señor	4	0,00041300980898296334	0,00012215157789300743	3,3811254517294786	Higher
ciudadano	4	0,00041300980898296334	0,0004702835748880786	0,8782144030466178	Lower
armar	4	0,00041300980898296334	0,00010382884120905632	3,977794649093504	Higher
oír	4	0,00041300980898296334	0,0003847774703629734	1,0733731592791995	Higher
verdad	4	0,00041300980898296334	0,00029010999749589267	1,423631769149254	Higher
nombre	4	0,00041300980898296334	0,0001923887351814867	2,146746318558399	Higher
consejero	4	0,00041300980898296334	0,00016185084070823486	2,551792793758097	Higher
dolor	4	0,00041300980898296334	0,00010382884120905632	3,977794649093504	Higher
acrecentar	4	0,00041300980898296334	4,580684170987779e-05	9,016334537945276	Higher
vida	4	0,00041300980898296334	0,0008306307296724506	0,497224331136688	Lower
1000	4	0,00041300980898296334	7,023715728847928e-05	5,880218176920832	Higher
igual	4	0,00041300980898296334	0,0002595721030226408	1,5911178596374018	Higher
ahí	4	0,00041300980898296334	0,00045196083820412753	0,9138176896566158	Lower
yo	4	0,00041300980898296334	0,0004702835748880786	0,8782144030466178	Lower
riqueza	4	0,00041300980898296334	0,00048555252212470457	0,8505975979193656	Lower
pugnar	4	0,00041300980898296334	9,466747286708076e-05	4,362742518360617	Higher
engaño	4	0,00041300980898296334	0,000427530522625526	0,9660358433512797	Lower
justo	4	0,00041300980898296334	0,00010993642010370669	3,756806057477198	Higher
ganar	4	0,00041300980898296334	0,00027178726081194155	1,5196069445975184	Higher
engañar	4	0,00041300980898296334	6,107578894650372e-06	67,62250903458957	Higher
semejar	4	0,00041300980898296334	0,00024124936633868968	1,7119622540402424	Higher
escoger	4	0,00041300980898296334	0,00029927136583786823	1,3800512047875422	Higher
tulio	4	0,00041300980898296334	0,0003328630497584453	1,240779982286047	Higher
fecho	4	0,00041300980898296334	0,00035423957588972155	1,1659053281825789	Higher
acontecer	4	0,00041300980898296334	0,00014352810402428373	2,8775535759399817	Higher
enemigo	4	0,00041300980898296334	0,0009344595708815069	0,44197718323261154	Lower
demandar	4	0,00041300980898296334	0,000427530522625526	0,9660358433512797	Lower
lidiador	4	0,00041300980898296334	0,00046112220654610304	0,8956623713190672	Lower
facienda	4	0,00041300980898296334	0,00043669189096750156	0,945769357127127	Lower
valer	4	0,00041300980898296334	0,00016490463015556004	2,5045373716514656	Higher
reina	4	0,00041300980898296334	0,00018322736683951116	2,254083634486319	Higher
apóstol	4	0,00041300980898296334	0,0002381955768913645	1,7339104880663991	Higher
maestro	4	0,00041300980898296334	0,0003023251552851934	1,3661112936280722	Higher
algo	4	0,00041300980898296334	0,0004336381015201764	0,9524297047125291	Lower
