Lemma	Abs. freq. in annotations	Rel. Freq. in annotations	Rel. Freq. in full text	Difference	Comparison
meter	2	0,00020650490449148167	0,00016185084070823486	1,2758963968790484	Higher
romper	2	0,00020650490449148167	3,053789447325186e-05	6,762250903458957	Higher
mudar	2	0,00020650490449148167	0,00018017357739218595	1,146144220925247	Higher
dar+te	1	0,00010325245224574084	3,053789447325186e-06	33,811254517294785	Higher
indio	1	0,00010325245224574084	4,580684170987779e-05	2,254083634486319	Higher
medo	1	0,00010325245224574084	9,161368341975557e-06	11,270418172431595	Higher
muelle	1	0,00010325245224574084	6,412957839382891e-05	1,6100597389187992	Higher
arrados	1	0,00010325245224574084	3,053789447325186e-06	33,811254517294785	Higher
arrebatado	1	0,00010325245224574084	1,526894723662593e-05	6,762250903458957	Higher
yugo	1	0,00010325245224574084	1,2215157789300744e-05	8,452813629323696	Higher
ti	1	0,00010325245224574084	0,00018628115628683634	0,5542828609392588	Lower
licencia	1	0,00010325245224574084	1,526894723662593e-05	6,762250903458957	Higher
suria	1	0,00010325245224574084	3,053789447325186e-06	33,811254517294785	Higher
soltura	1	0,00010325245224574084	1,526894723662593e-05	6,762250903458957	Higher
desenfrenadamente	1	0,00010325245224574084	6,107578894650372e-06	16,905627258647392	Higher
movimiento	1	0,00010325245224574084	0,00015574326181358447	0,6629657748489174	Lower
dote	1	0,00010325245224574084	9,161368341975557e-06	11,270418172431595	Higher
natural	1	0,00010325245224574084	0,001594078091503747	0,06477251823236549	Lower
aduro	1	0,00010325245224574084	3,053789447325186e-06	33,811254517294785	Higher
escudero	1	0,00010325245224574084	1,8322736683951114e-05	5,635209086215798	Higher
encima	1	0,00010325245224574084	2,4430315578601487e-05	4,226406814661848	Higher
altar	1	0,00010325245224574084	3,359168392057704e-05	3,0737504106631626	Higher
espuela	1	0,00010325245224574084	9,161368341975557e-06	11,270418172431595	Higher
erque	1	0,00010325245224574084	6,107578894650372e-06	16,905627258647392	Higher
ahora	1	0,00010325245224574084	0,00016490463015556004	0,6261343429128664	Lower
placentero	1	0,00010325245224574084	5,4968210051853345e-05	1,878403028738599	Higher
lisonjero	1	0,00010325245224574084	0,00015879705126090965	0,6502164330248997	Lower
estudiar	1	0,00010325245224574084	9,161368341975558e-05	1,1270418172431595	Higher
entresi_entre+entresi_sí	1	0,00010325245224574084	9,161368341975557e-06	11,270418172431595	Higher
vejedad	1	0,00010325245224574084	8,550610452510521e-05	1,2075448041890995	Higher
sospecha	1	0,00010325245224574084	7,023715728847928e-05	1,470054544230208	Higher
60	1	0,00010325245224574084	1,2215157789300744e-05	8,452813629323696	Higher
pasar	1	0,00010325245224574084	0,00036950852312634747	0,27943185551483296	Lower
esperanza	1	0,00010325245224574084	3,359168392057704e-05	3,0737504106631626	Higher
sa_se+sa_haber	1	0,00010325245224574084	1,526894723662593e-05	6,762250903458957	Higher
desí	1	0,00010325245224574084	3,053789447325186e-06	33,811254517294785	Higher
dion	1	0,00010325245224574084	9,161368341975557e-06	11,270418172431595	Higher
breve	1	0,00010325245224574084	2,4430315578601487e-05	4,226406814661848	Higher
duradero	1	0,00010325245224574084	2,4430315578601487e-05	4,226406814661848	Higher
eren	1	0,00010325245224574084	2,1376526131276302e-05	4,830179216756398	Higher
disponer	1	0,00010325245224574084	1,526894723662593e-05	6,762250903458957	Higher
26	1	0,00010325245224574084	9,161368341975557e-06	11,270418172431595	Higher
cerrar	1	0,00010325245224574084	2,4430315578601487e-05	4,226406814661848	Higher
lozanía	1	0,00010325245224574084	9,161368341975557e-06	11,270418172431595	Higher
perezoso	1	0,00010325245224574084	1,8322736683951114e-05	5,635209086215798	Higher
baldío	1	0,00010325245224574084	7,329094673580446e-05	1,4088022715539494	Higher
conseguir	1	0,00010325245224574084	5,191442060452816e-05	1,988897324546752	Higher
sabedor	1	0,00010325245224574084	7,329094673580446e-05	1,4088022715539494	Higher
divino	1	0,00010325245224574084	3,664547336790223e-05	2,817604543107899	Higher
david	1	0,00010325245224574084	0,00021987284020741338	0,4696007571846498	Lower
heredamiento	1	0,00010325245224574084	8,550610452510521e-05	1,2075448041890995	Higher
tornar	1	0,00010325245224574084	0,0003023251552851934	0,34152782340701804	Lower
loguer	1	0,00010325245224574084	6,107578894650372e-06	16,905627258647392	Higher
7	1	0,00010325245224574084	0,00029010999749589267	0,3559079422873135	Lower
andante	1	0,00010325245224574084	0,00011604399899835706	0,8897698557182838	Lower
dadero	1	0,00010325245224574084	6,107578894650372e-06	16,905627258647392	Higher
procurar	1	0,00010325245224574084	8,550610452510521e-05	1,2075448041890995	Higher
sano	1	0,00010325245224574084	0,00011604399899835706	0,8897698557182838	Lower
mover	1	0,00010325245224574084	0,0003847774703629734	0,2683432898197999	Lower
acatamiento	1	0,00010325245224574084	6,107578894650372e-06	16,905627258647392	Higher
tiranizan	1	0,00010325245224574084	6,107578894650372e-06	16,905627258647392	Higher
grad	1	0,00010325245224574084	9,161368341975557e-06	11,270418172431595	Higher
dureza	1	0,00010325245224574084	2,7484105025926673e-05	3,756806057477198	Higher
castigo	1	0,00010325245224574084	0,00028400241860124226	0,3635618765300515	Lower
empecer	1	0,00010325245224574084	5,191442060452816e-05	1,988897324546752	Higher
5	1	0,00010325245224574084	0,0004489070487568023	0,23000853413125705	Lower
sospechoso	1	0,00010325245224574084	3,359168392057704e-05	3,0737504106631626	Higher
dende	1	0,00010325245224574084	0,00020765768241811264	0,497224331136688	Lower
presunción	1	0,00010325245224574084	3,053789447325186e-06	33,811254517294785	Higher
cen	1	0,00010325245224574084	3,053789447325186e-06	33,811254517294785	Higher
misericordia	1	0,00010325245224574084	0,00016490463015556004	0,6261343429128664	Lower
afirmar	1	0,00010325245224574084	5,4968210051853345e-05	1,878403028738599	Higher
tro	1	0,00010325245224574084	3,053789447325186e-06	33,811254517294785	Higher
quetro	1	0,00010325245224574084	7,939852563045483e-05	1,3004328660497995	Higher
aventurado	1	0,00010325245224574084	9,466747286708076e-05	1,0906856295901544	Higher
aventurar	1	0,00010325245224574084	1,2215157789300744e-05	8,452813629323696	Higher
civil	1	0,00010325245224574084	0,00022903420854938894	0,4508167268972638	Lower
prudencia	1	0,00010325245224574084	0,0001740659984975356	0,5931799038121892	Lower
oda	1	0,00010325245224574084	3,053789447325186e-06	33,811254517294785	Higher
fieldad	1	0,00010325245224574084	7,329094673580446e-05	1,4088022715539494	Higher
hecho	1	0,00010325245224574084	0,00035118578644239635	0,29401090884604164	Lower
ado_a+ado_do	1	0,00010325245224574084	0,00011604399899835706	0,8897698557182838	Lower
caber	1	0,00010325245224574084	1,526894723662593e-05	6,762250903458957	Higher
fuego	1	0,00010325245224574084	0,0001923887351814867	0,5366865796395998	Lower
calentar	1	0,00010325245224574084	3,359168392057704e-05	3,0737504106631626	Higher
lleno	1	0,00010325245224574084	8,245231507778002e-05	1,2522686858257328	Higher
apremiar	1	0,00010325245224574084	5,802199949917853e-05	1,7795397114365676	Higher
tributo	1	0,00010325245224574084	3,053789447325186e-05	3,3811254517294786	Higher
beneficio	1	0,00010325245224574084	8,245231507778002e-05	1,2522686858257328	Higher
d	1	0,00010325245224574084	0,0012398385156140255	0,08327895201304134	Lower
perro	1	0,00010325245224574084	6,107578894650372e-06	16,905627258647392	Higher
manar	1	0,00010325245224574084	1,8322736683951114e-05	5,635209086215798	Higher
ano	1	0,00010325245224574084	3,053789447325186e-05	3,3811254517294786	Higher
ola_donde+ola_lo	1	0,00010325245224574084	6,107578894650372e-06	16,905627258647392	Higher
romano	1	0,00010325245224574084	0,00027178726081194155	0,3799017361493796	Lower
aníbal	1	0,00010325245224574084	3,664547336790223e-05	2,817604543107899	Higher
entrellos_entre+entrellos_ellos	1	0,00010325245224574084	2,1376526131276302e-05	4,830179216756398	Higher
bando	1	0,00010325245224574084	3,664547336790223e-05	2,817604543107899	Higher
nuestro	1	0,00010325245224574084	0,0004061539964942497	0,25421995877665254	Lower
⁊	1	0,00010325245224574084	0,035772089585967226	0,0028863970050618734	Lower
̾	1	0,00010325245224574084	0,00018017357739218595	0,5730721104626235	Lower
dentro	1	0,00010325245224574084	0,0002168190507600882	0,47621485235626454	Lower
cor	1	0,00010325245224574084	6,107578894650372e-06	16,905627258647392	Higher
flaco	1	0,00010325245224574084	0,00010382884120905632	0,994448662273376	Lower
aconsejar	1	0,00010325245224574084	0,0001923887351814867	0,5366865796395998	Lower
obligar	1	0,00010325245224574084	0,000131312946234983	0,7863082445882508	Lower
lujuria	1	0,00010325245224574084	0,0001923887351814867	0,5366865796395998	Lower
enas_en+enas_el	1	0,00010325245224574084	3,053789447325186e-06	33,811254517294785	Higher
gana	1	0,00010325245224574084	2,1376526131276302e-05	4,830179216756398	Higher
madera	1	0,00010325245224574084	7,634473618312965e-05	1,3524501806917915	Higher
egualmente	1	0,00010325245224574084	1,8322736683951114e-05	5,635209086215798	Higher
ál	1	0,00010325245224574084	5,4968210051853345e-05	1,878403028738599	Higher
resplandecer	1	0,00010325245224574084	2,7484105025926673e-05	3,756806057477198	Higher
hermoso	1	0,00010325245224574084	0,0001526894723662593	0,6762250903458957	Lower
vaso	1	0,00010325245224574084	5,191442060452816e-05	1,988897324546752	Higher
madero	1	0,00010325245224574084	2,7484105025926673e-05	3,756806057477198	Higher
cea	1	0,00010325245224574084	6,107578894650372e-06	16,905627258647392	Higher
pagar	1	0,00010325245224574084	0,0001465818934716089	0,7044011357769747	Lower
continencia	1	0,00010325245224574084	7,939852563045483e-05	1,3004328660497995	Higher
soberbia	1	0,00010325245224574084	0,00020765768241811264	0,497224331136688	Lower
itálico	1	0,00010325245224574084	6,107578894650372e-06	16,905627258647392	Higher
aladamente	1	0,00010325245224574084	5,802199949917853e-05	1,7795397114365676	Higher
genovés	1	0,00010325245224574084	3,053789447325186e-06	33,811254517294785	Higher
vestir	1	0,00010325245224574084	0,0002931637869432178	0,35220056788848736	Lower
sud	1	0,00010325245224574084	3,053789447325186e-06	33,811254517294785	Higher
pan	1	0,00010325245224574084	0,0001923887351814867	0,5366865796395998	Lower
peso	1	0,00010325245224574084	8,245231507778002e-05	1,2522686858257328	Higher
seda	1	0,00010325245224574084	1,526894723662593e-05	6,762250903458957	Higher
descubrimiento	1	0,00010325245224574084	6,107578894650372e-06	16,905627258647392	Higher
cuello	1	0,00010325245224574084	1,2215157789300744e-05	8,452813629323696	Higher
ensta	1	0,00010325245224574084	3,053789447325186e-06	33,811254517294785	Higher
honestidad	1	0,00010325245224574084	8,855989397243039e-05	1,1659053281825789	Higher
vestidura	1	0,00010325245224574084	0,0003023251552851934	0,34152782340701804	Lower
relucir	1	0,00010325245224574084	2,4430315578601487e-05	4,226406814661848	Higher
sucio	1	0,00010325245224574084	5,4968210051853345e-05	1,878403028738599	Higher
fallar+se	1	0,00010325245224574084	6,107578894650372e-06	16,905627258647392	Higher
blas	1	0,00010325245224574084	6,107578894650372e-06	16,905627258647392	Higher
apenas	1	0,00010325245224574084	2,1376526131276302e-05	4,830179216756398	Higher
destruimiento	1	0,00010325245224574084	1,2215157789300744e-05	8,452813629323696	Higher
felleas	1	0,00010325245224574084	4,580684170987779e-05	2,254083634486319	Higher
cib	1	0,00010325245224574084	3,053789447325186e-06	33,811254517294785	Higher
aristopo	1	0,00010325245224574084	9,161368341975557e-06	11,270418172431595	Higher
carta	1	0,00010325245224574084	3,359168392057704e-05	3,0737504106631626	Higher
corral	1	0,00010325245224574084	6,107578894650372e-06	16,905627258647392	Higher
ir+lo	1	0,00010325245224574084	1,2215157789300744e-05	8,452813629323696	Higher
menesteroso	1	0,00010325245224574084	1,2215157789300744e-05	8,452813629323696	Higher
atribular	1	0,00010325245224574084	3,053789447325186e-06	33,811254517294785	Higher
aborrecer	1	0,00010325245224574084	6,107578894650372e-05	1,6905627258647393	Higher
gentil	1	0,00010325245224574084	7,939852563045483e-05	1,3004328660497995	Higher
concordia	1	0,00010325245224574084	0,00012825915678765781	0,8050298694593996	Lower
n	1	0,00010325245224574084	3,664547336790223e-05	2,817604543107899	Higher
obediencia	1	0,00010325245224574084	0,00012825915678765781	0,8050298694593996	Lower
menospreciar	1	0,00010325245224574084	8,550610452510521e-05	1,2075448041890995	Higher
prelado	1	0,00010325245224574084	1,8322736683951114e-05	5,635209086215798	Higher
fuerza	1	0,00010325245224574084	5,4968210051853345e-05	1,878403028738599	Higher
grans	1	0,00010325245224574084	3,053789447325186e-06	33,811254517294785	Higher
asolar	1	0,00010325245224574084	1,2215157789300744e-05	8,452813629323696	Higher
fundamento	1	0,00010325245224574084	9,161368341975557e-06	11,270418172431595	Higher
puar	1	0,00010325245224574084	1,526894723662593e-05	6,762250903458957	Higher
naturaleza	1	0,00010325245224574084	3,664547336790223e-05	2,817604543107899	Higher
complexión	1	0,00010325245224574084	2,7484105025926673e-05	3,756806057477198	Higher
redonda	1	0,00010325245224574084	1,526894723662593e-05	6,762250903458957	Higher
haz	1	0,00010325245224574084	0,00018628115628683634	0,5542828609392588	Lower
lid	1	0,00010325245224574084	0,00018933494573416152	0,5453428147950772	Lower
provechoso	1	0,00010325245224574084	0,00022292662965473856	0,4631678700999286	Lower
arra	1	0,00010325245224574084	3,053789447325186e-06	33,811254517294785	Higher
ambición	1	0,00010325245224574084	5,191442060452816e-05	1,988897324546752	Higher
vicioso	1	0,00010325245224574084	3,359168392057704e-05	3,0737504106631626	Higher
bernardo	1	0,00010325245224574084	4,580684170987779e-05	2,254083634486319	Higher
eugenio	1	0,00010325245224574084	1,8322736683951114e-05	5,635209086215798	Higher
subir	1	0,00010325245224574084	0,00016185084070823486	0,6379481984395242	Lower
torpedad	1	0,00010325245224574084	4,8860631157202975e-05	2,113203407330924	Higher
puados	1	0,00010325245224574084	3,053789447325186e-06	33,811254517294785	Higher
edad	1	0,00010325245224574084	0,0003908850492576238	0,2641504259163655	Lower
qnto	1	0,00010325245224574084	9,161368341975557e-06	11,270418172431595	Higher
hierba	1	0,00010325245224574084	4,8860631157202975e-05	2,113203407330924	Higher
beda	1	0,00010325245224574084	3,053789447325186e-06	33,811254517294785	Higher
mesor	1	0,00010325245224574084	6,107578894650372e-06	16,905627258647392	Higher
oración	1	0,00010325245224574084	8,550610452510521e-05	1,2075448041890995	Higher
león	1	0,00010325245224574084	3,969926281522741e-05	2,600865732099599	Higher
camino	1	0,00010325245224574084	8,245231507778002e-05	1,2522686858257328	Higher
desordenar	1	0,00010325245224574084	9,772126231440595e-05	1,056601703665462	Higher
lot	1	0,00010325245224574084	1,526894723662593e-05	6,762250903458957	Higher
extremar	1	0,00010325245224574084	1,526894723662593e-05	6,762250903458957	Higher
llevar	1	0,00010325245224574084	8,245231507778002e-05	1,2522686858257328	Higher
qe	1	0,00010325245224574084	3,053789447325186e-06	33,811254517294785	Higher
fecha	1	0,00010325245224574084	4,2753052262552605e-05	2,415089608378199	Higher
tos	1	0,00010325245224574084	9,161368341975557e-06	11,270418172431595	Higher
ques_que+ques_se	1	0,00010325245224574084	9,161368341975557e-06	11,270418172431595	Higher
filo	1	0,00010325245224574084	2,7484105025926673e-05	3,756806057477198	Higher
orden	1	0,00010325245224574084	0,0002534645241279904	0,40736451225656367	Lower
honrado	1	0,00010325245224574084	0,000262625892469966	0,3931541222941254	Lower
igualar	1	0,00010325245224574084	9,161368341975558e-05	1,1270418172431595	Higher
pun	1	0,00010325245224574084	3,053789447325186e-06	33,811254517294785	Higher
conellos_con+conellos_ellos	1	0,00010325245224574084	1,8322736683951114e-05	5,635209086215798	Higher
cena	1	0,00010325245224574084	1,2215157789300744e-05	8,452813629323696	Higher
duro	1	0,00010325245224574084	0,0001068826306563815	0,9660358433512797	Lower
salomón	1	0,00010325245224574084	0,00011909778844568225	0,8669552440331996	Lower
echar	1	0,00010325245224574084	0,0003908850492576238	0,2641504259163655	Lower
rostro	1	0,00010325245224574084	3,969926281522741e-05	2,600865732099599	Higher
amansar	1	0,00010325245224574084	2,4430315578601487e-05	4,226406814661848	Higher
dorado	1	0,00010325245224574084	1,526894723662593e-05	6,762250903458957	Higher
reinado	1	0,00010325245224574084	7,329094673580446e-05	1,4088022715539494	Higher
cortar+le	1	0,00010325245224574084	1,2215157789300744e-05	8,452813629323696	Higher
serio	1	0,00010325245224574084	3,053789447325186e-06	33,811254517294785	Higher
gozar+te	1	0,00010325245224574084	6,107578894650372e-06	16,905627258647392	Higher
adorar	1	0,00010325245224574084	8,245231507778002e-05	1,2522686858257328	Higher
engendrar	1	0,00010325245224574084	0,0001068826306563815	0,9660358433512797	Lower
memoria	1	0,00010325245224574084	7,329094673580446e-05	1,4088022715539494	Higher
parir	1	0,00010325245224574084	6,412957839382891e-05	1,6100597389187992	Higher
lógico	1	0,00010325245224574084	3,053789447325186e-06	33,811254517294785	Higher
q	1	0,00010325245224574084	3,664547336790223e-05	2,817604543107899	Higher
enpador	1	0,00010325245224574084	3,053789447325186e-06	33,811254517294785	Higher
ladrón	1	0,00010325245224574084	0,00013436673568230817	0,7684376026657906	Lower
refrenar	1	0,00010325245224574084	0,00021987284020741338	0,4696007571846498	Lower
tras	1	0,00010325245224574084	1,526894723662593e-05	6,762250903458957	Higher
iones	1	0,00010325245224574084	1,8322736683951114e-05	5,635209086215798	Higher
digno	1	0,00010325245224574084	0,00019849631407613708	0,5201731464199197	Lower
humillar	1	0,00010325245224574084	3,359168392057704e-05	3,0737504106631626	Higher
ed	1	0,00010325245224574084	4,2753052262552605e-05	2,415089608378199	Higher
merecer	1	0,00010325245224574084	0,00010382884120905632	0,994448662273376	Lower
causa	1	0,00010325245224574084	7,329094673580446e-05	1,4088022715539494	Higher
holofernes	1	0,00010325245224574084	6,107578894650372e-06	16,905627258647392	Higher
esconder	1	0,00010325245224574084	6,718336784115409e-05	1,5368752053315813	Higher
ángel	1	0,00010325245224574084	0,00021071147186543782	0,49001818141006936	Lower
tomar+lo	1	0,00010325245224574084	4,580684170987779e-05	2,254083634486319	Higher
parar	1	0,00010325245224574084	5,191442060452816e-05	1,988897324546752	Higher
ben	1	0,00010325245224574084	3,053789447325186e-06	33,811254517294785	Higher
biens	1	0,00010325245224574084	3,053789447325186e-06	33,811254517294785	Higher
sol	1	0,00010325245224574084	0,00014963568291893412	0,6900256023937711	Lower
anc	1	0,00010325245224574084	1,8322736683951114e-05	5,635209086215798	Higher
policía	1	0,00010325245224574084	7,329094673580446e-05	1,4088022715539494	Higher
porque	1	0,00010325245224574084	0,0020613078769445006	0,050090747433029305	Lower
luengo	1	0,00010325245224574084	8,245231507778002e-05	1,2522686858257328	Higher
prueba	1	0,00010325245224574084	0,0002931637869432178	0,35220056788848736	Lower
doctor	1	0,00010325245224574084	0,0001954425246288119	0,528300851832731	Lower
criada	1	0,00010325245224574084	1,526894723662593e-05	6,762250903458957	Higher
guiar	1	0,00010325245224574084	0,00012215157789300743	0,8452813629323697	Lower
agos	1	0,00010325245224574084	3,053789447325186e-06	33,811254517294785	Higher
cobrar	1	0,00010325245224574084	1,526894723662593e-05	6,762250903458957	Higher
14	1	0,00010325245224574084	5,191442060452816e-05	1,988897324546752	Higher
paraíso	1	0,00010325245224574084	4,8860631157202975e-05	2,113203407330924	Higher
infierno	1	0,00010325245224574084	0,00010382884120905632	0,994448662273376	Lower
demostrar	1	0,00010325245224574084	0,0004733373643354038	0,21813712591803086	Lower
enteramente	1	0,00010325245224574084	1,526894723662593e-05	6,762250903458957	Higher
alcalde	1	0,00010325245224574084	0,0003053789447325186	0,33811254517294786	Lower
ira	1	0,00010325245224574084	0,0002168190507600882	0,47621485235626454	Lower
nir	1	0,00010325245224574084	3,053789447325186e-06	33,811254517294785	Higher
superfluo	1	0,00010325245224574084	1,526894723662593e-05	6,762250903458957	Higher
encubierto	1	0,00010325245224574084	1,526894723662593e-05	6,762250903458957	Higher
tas_te+tas_haber	1	0,00010325245224574084	3,053789447325186e-06	33,811254517294785	Higher
comprar	1	0,00010325245224574084	0,00016490463015556004	0,6261343429128664	Lower
vender	1	0,00010325245224574084	0,0003175941025218193	0,32510821651244987	Lower
hartar	1	0,00010325245224574084	7,329094673580446e-05	1,4088022715539494	Higher
matador	1	0,00010325245224574084	1,2215157789300744e-05	8,452813629323696	Higher
eno_en+eno_el	1	0,00010325245224574084	3,053789447325186e-06	33,811254517294785	Higher
perjuro	1	0,00010325245224574084	9,161368341975557e-06	11,270418172431595	Higher
dar+le	1	0,00010325245224574084	0,00018017357739218595	0,5730721104626235	Lower
12	1	0,00010325245224574084	4,8860631157202975e-05	2,113203407330924	Higher
